16,57155,45064,53177,35013,44270,35771,54045,47096,51314,38850,50182,56483,47634,55383,45843,45232,44272,57057,53954,49414,38794,40561,57908,38044,57221,32839,39139,58889,44771,37990,54591,45227,48672,49999,51895,42418,41023,30940,46197,57884,40650,35958,45976,36950,41626,56143,38465,41152,39163,58846,49534,52976,58839,39052,48212,30332,46928,36260,32805,37908,53595,43317,46009,48192,54843,37874,52629,45600,51164,53325,46083,44685,55982,30565,33049,39641,37261,43251,52668,37972,40033,51756,49056,42092,45507,48136,47397,41264,43942,54442,48035,40839,41528,53031,44868,38877,40047,38237,37554,33953,53635,36310,40339
17,33917,54342,47559,54975,52615,36066,36276,37090,54202,45866,39060,53743,49319,54910,47191,49555,39273,33294,57283,36360,39707,37454,41825,35879,39904,30463,53200,47502,34147,38988,31491,31786,48132,39572,52852,34137,50901,58457,54667,46085,33361,58597,30401,48810,39317,45381,45686,44433,41164,36041,31683,38273,58236,45654,33738,56939,32141,43130,46113,32427,48907,50625,52493,31756,34971,34888,56579,48443,39956,32791,38132,33881,48286,55049,43637,49867,49533,55910,50264,37395,55417,47123,42464,44762,59769,44507,39743,58185,49284,44051,40006,48632,50349,31973,49976,54251,33251,54993,36808,50496,36914,38671,51640
18,32660,35146,37859,35695,48087,32459,35129,30087,43386,44762,52589,49458,45398,39543,31069,37585,39440,53165,39264,53035,58167,44877,32332,52524,37648,38668,55815,55927,50481,49326,51665,56342,36482,43930,33760,47844,37366,51221,34882,59766,38704,57087,34660,32339,31954,35436,55972,40079,49498,54541,57008,48651,39457,44390,34074,45358,52566,39964,52928,43189,38920,46399,47694,46180,44344,32635,49596,31306,59144,44156,54069,40561,49782,38204,30847,32992,37501,52095,57392,58197,48848,49238,30679,55059,52029,56916,38831,48882,31318,55005,54781,35740,45417,47005,51348,44490,39114,35947,49180,44283,50800,56681,46112
19,32989,45401,41401,43380,40921,40520,51958,33427,58106,35269,40807,43488,52730,46235,39444,51711,43122,56658,54920,48025,31202,44903,32885,40306,38270,40593,33798,55314,43244,58341,46862,57031,30037,51550,58487,47779,45138,43541,31776,36146,46988,41854,50402,54787,46334,50493,44484,54903,31691,36670,38750,47996,34293,39438,44356,58863,52880,45883,33978,30945,50644,49951,56191,37841,53258,35189,40182,48049,30448,48096,43369,33054,37362,57571,59914,33717,45120,33849,51224,57267,35045,46330,53481,39563,46674,53114,38959,43614,57352,45810,45473,37986,44967,48063,34739,42569,36245,49640,46654,54454,58813,34473,58312
20,32287,39052,55319,55886,57997,43596,41137,55811,46637,38754,56887,30084,39268,53791,39783,57442,49232,49002,51624,46044,58352,34869,44632,47648,45870,41309,40893,48085,54997,47807,42360,44920,40544,58495,36181,52855,37825,48736,42549,37653,58049,55413,43460,31430,40426,54402,45498,53108,59931,56588,42492,42651,51747,55965,56894,51365,34984,46230,31213,34136,46459,49339,40878,58498,33288,58645,57690,44427,33267,47234,59833,44972,30502,53673,34723,43434,58538,51455,35058,32451,45384,55609,38684,41093,50422,52698,43024,51293,32631,57910,40766,57929,52097,58158,47485,42452,40376,50538,53550,59079,54884,45989,58586
21,47728,31176,50232,32242,37692,50681,52426,39416,37454,54470,32961,44220,33225,54915,50766,53065,58592,33293,44538,35451,52741,39812,59603,30948,31507,40629,56088,31838,39613,41746,42282,44112,34770,38001,47405,43502,48544,52341,55969,35900,35570,35736,32587,49971,58535,42535,50306,52384,37891,46307,59911,49108,34689,37608,45110,50902,38322,45059,38366,51851,30307,59455,56366,45245,59530,39425,52203,47910,35176,32420,44474,41323,49253,39802,50936,43903,52620,38195,44969,57698,39899,36527,42605,57962,45833,33494,37772,42496,48740,41762,48835,39695,52913,39674,30718,57198,51568,42969,38994,30265,48544,58346,52472
22,55503,54401,31607,59839,49870,54417,46276,57290,59627,59587,39378,55419,56177,37540,49892,56277,41544,37176,50860,36230,50345,38212,52208,54758,53623,55148,51600,52310,57470,34481,50586,33183,59602,50560,51179,31291,40123,55841,44444,31093,48991,41955,53997,34306,32953,59806,39670,40705,54493,43615,35755,36579,34330,55772,47675,58719,41988,47394,46442,59933,38930,57212,35391,38420,59951,57023,45789,56427,39671,54463,58521,41099,56353,33773,45346,32467,34612,54712,37392,58185,52161,53731,52098,43022,57713,56364,48262,41985,32959,55909,42929,30456,38665,47582,34049,44902,42077,52047,54543,52031,38590,49154,42485
23,56948,50923,42172,33550,52113,37661,45449,30820,50301,58974,48396,40748,59991,49991,37253,51222,32071,50820,56996,45213,59798,52972,39902,51274,43379,33823,34580,31485,31219,39973,46142,33805,33184,37693,59073,47614,34445,42735,44864,42157,51970,54351,52822,47701,43733,49245,54322,53809,35063,59013,43594,51460,33244,57318,46034,50173,43373,39166,31072,52619,42141,37119,44528,44571,37736,58031,41884,33255,52468,42036,47841,59546,51129,41753,31984,43046,39040,36219,34002,57788,57007,44900,33003,51717,36950,51027,50954,49567,30699,31657,55781,40928,37981,34126,55787,48500,36724,32248,57191,55072,48160,36788,49214
24,37076,56642,58498,37634,40766,55374,34835,55842,59508,49529,30092,39085,58128,34741,34259,47701,38213,56165,35717,33602,51661,58391,30844,34318,30486,41738,55886,55835,37796,49295,40609,30517,35709,38695,31717,34153,54304,43794,47238,33724,54433,32082,45605,44689,55494,41863,46817,49453,33573,44811,46509,37259,50155,31420,53830,55664,59777,58409,51590,47086,39883,45009,51080,31020,31993,45695,57764,43160,43968,52482,33537,46065,53343,59809,44534,32408,59467,32647,40554,49932,34860,32152,34135,39011,50457,50744,49181,47968,53335,40655,42481,49575,47385,39663,44867,46565,49838,44096,33249,55988,52995,33749,57944
25,51453,51329,58760,55197,48066,53620,58360,37045,44092,44796,59100,37487,43559,41106,57112,44860,43065,43631,53907,33115,40241,43984,40240,51794,38352,42265,35001,52505,45540,32199,32989,57255,32797,33054,44151,33164,54398,54208,42210,56600,34263,48231,31965,49217,48402,48405,40801,51954,34005,43461,41586,58626,51801,54585,43858,58445,53627,31685,39425,49674,40238,41522,33394,48937,46626,36971,35070,51519,45800,37348,57763,33546,41472,57701,48227,42044,33764,54989,39128,48812,37410,56451,44061,57694,48381,55147,56818,50372,50105,52117,51059,48243,30860,49955,51555,57179,52723,38763,30948,35911,38954,53026,54982
26,40124,41135,41502,30200,35944,58503,34694,48557,51539,43132,32280,34648,54280,50747,31004,33006,54448,47382,37049,42327,43757,44865,41170,35157,42125,40211,53645,40629,55455,48598,49537,32783,58945,31723,35098,35158,54721,50245,31630,52084,32673,38916,44519,51690,43894,45914,49892,44484,43571,38951,37063,54737,46788,33729,41310,44087,33633,39281,52223,52232,49435,45945,47266,51860,40106,31488,37225,42951,49638,31795,30251,36698,39876,36921,55144,34496,55040,38372,39484,40751,33931,30253,46298,54478,44111,35757,34233,42458,47451,53057,37540,46392,48308,57307,51890,56417,41605,32361,43011,58238,54315,31386,44294
27,30614,45065,32551,58249,40258,48866,44066,48789,43252,53248,50976,43686,39486,33774,43272,30683,40642,35631,56257,50254,45076,57263,52597,41857,32887,44310,57672,33468,37972,44276,49296,43121,47169,32577,42968,58525,40167,54438,41125,37260,40913,55530,35509,32502,46727,50749,33736,47386,46710,36353,59685,55435,41448,41504,53834,56835,51149,56707,34839,37742,33368,34798,38387,36464,35685,49739,35009,54910,54875,51479,32469,35804,55324,50576,46191,45202,54721,48472,54899,48988,44709,52319,58902,48497,51069,50817,50464,40590,58319,50552,40359,34946,44410,32237,45365,44490,50689,39922,56094,39000,49379,31840,41532
28,46624,32431,40171,45130,44808,31232,31864,42082,57253,39406,32514,51124,58319,58026,32958,50152,49466,46615,42598,45162,49016,48163,55946,54212,59356,31344,44736,59787,56536,48732,51359,36168,40535,49824,45585,46428,34943,32027,44762,33391,56573,59462,57439,41253,53406,32763,46533,51172,35654,31282,38118,53187,44344,44398,47172,47129,49982,35201,41924,42217,39269,42694,43394,55377,41087,52246,49591,31715,55861,50672,51210,40965,32159,40803,33096,48283,52229,42666,39310,38257,53715,57904,51514,59699,49749,58615,34927,40923,32670,49095,51745,34634,41462,40165,51497,52887,51696,42843,34225,49498,53227,32776,40144
29,48314,42343,51085,55941,40763,56646,34187,51958,53030,57163,54208,52459,59899,47248,33062,51168,51969,43874,46662,41856,30597,41881,40120,35906,37018,41197,55105,45934,36291,37423,34507,35077,32528,39692,57670,55825,33314,46635,55260,47687,57365,54203,58956,47253,31236,51690,41035,58717,55110,50251,34294,49570,42344,35054,35316,35925,57241,52703,55267,50471,56510,59578,35424,53631,44341,31431,43463,41937,52163,53579,37783,44555,50007,39336,54654,54528,55683,44710,37667,47498,37837,40140,56496,55702,45368,59621,57364,36357,42053,52226,48691,44437,45128,55212,39233,55497,42513,46479,47283,43718,35310,56767,36543
30,56255,49813,34535,58606,38192,31709,51010,45747,58643,42163,48171,33361,53311,57718,46905,57891,34085,39340,32748,55005,35253,38938,44723,59665,46821,34828,57231,44335,33005,59835,37275,56761,44782,58987,41455,30873,43595,31745,42991,46449,42253,37725,42653,32674,42285,37357,30923,40442,33246,57498,53419,51297,40986,55931,34785,34508,31255,39400,57189,45481,52808,57233,34547,54865,53119,45371,44699,50163,30172,59683,32596,30622,38386,37066,57360,34899,47983,53830,49951,47294,43869,33643,55433,39440,37786,39868,33992,31564,37813,43756,50937,56014,50408,44978,32058,33632,57416,59659,46378,49553,47565,30538,50707
31,46887,48843,37927,53545,34704,39544,44065,30051,50146,41561,37882,48699,43650,36137,51770,51896,32805,47153,41816,32217,47237,47828,46624,55769,46633,48158,30666,42794,58617,45405,31426,50829,42677,42232,38311,54488,30532,41701,55838,32213,41298,37901,54017,51531,50586,33396,55280,49067,54090,54794,40895,34371,31452,41544,47891,41093,56657,51063,35737,57210,55530,52435,45224,52786,45680,50700,35972,56591,34418,32067,53463,55434,44997,31211,39615,36605,31435,55923,36536,59025,31373,40341,40160,46888,43049,56719,47794,45512,38300,31199,54683,51197,36262,39375,41697,58250,55586,31566,58370,51487,40876,38952,34078
32,56192,42059,44318,59146,43107,54356,44409,59315,42669,41109,36121,46259,52677,46302,42037,56125,47015,38739,56252,32707,53825,43910,32586,44110,49741,56946,35913,47874,39626,40525,33361,32623,40745,51657,39687,40043,44611,49746,53516,43962,35460,52602,44545,41519,44651,31387,53816,58509,59871,41552,50147,44252,38996,50954,55935,31879,32458,51993,50890,43310,41904,46812,56250,54572,52262,35242,31020,34678,57809,49908,52219,55602,44358,31140,34136,32203,37733,55510,51140,42003,41866,42545,48587,31061,49827,35027,52251,44743,42155,42190,44547,55004,32519,48806,34511,47349,42024,43042,40301,51284,39132,38179,33717
33,30849,54106,36096,46352,46965,42680,59934,48404,33858,38577,55394,38529,53069,44623,37031,50049,39357,52740,46095,36559,34018,34447,57945,32426,44812,35657,59447,53375,44585,32876,56558,52345,57706,40472,51883,41384,53250,32127,48022,47765,39514,59207,39828,57897,35161,53324,53250,52944,50896,35704,56007,41845,46670,37347,33976,36585,55954,34550,37757,55898,46188,30861,41825,48154,48752,42088,45315,56334,48076,34252,50052,58974,32825,32154,40134,43046,53492,53555,45684,47225,43460,55203,43416,56979,48838,32416,34106,40388,51048,32430,44744,45264,52285,46952,41289,34205,58768,57166,55567,48065,50964,49260,35962
34,55158,34228,44176,46477,59842,58449,31815,57243,34068,46977,35014,39965,35395,35307,40572,53243,37388,41338,47003,59324,39307,57719,32584,38211,36432,50809,48049,38993,34101,50480,39922,50133,47481,33061,46468,51003,35525,49392,49026,35052,35609,51585,50462,53613,59556,49829,41063,57608,48468,31349,57041,58304,30929,32661,31489,51019,55264,48899,38672,51336,36907,55131,48747,43650,50254,50938,30992,46319,59130,50550,47877,39491,51034,39899,45825,38024,56368,56455,52445,43306,39746,44861,32391,52564,31963,35179,44404,43619,45867,45218,36685,41147,49879,34707,40242,58229,53539,40463,54058,58205,41317,43065,34284
35,54925,42141,46874,48404,33479,40456,37921,45285,34014,38764,44732,38123,34616,33172,31658,39509,42587,58316,50164,43701,38135,58354,59566,35233,56656,40729,48929,53629,40247,36220,55005,35221,46327,46866,45296,46343,58805,40110,46297,30759,32950,42885,46562,44982,37888,37049,49115,41563,31594,31656,39219,46216,49579,58912,57618,51438,52037,45420,39363,47586,30267,57760,33522,44120,34388,58916,38666,53838,41985,55030,43213,41991,31482,43126,31676,48686,48409,36378,41879,48128,39456,32409,42659,46523,44757,55047,48017,39165,57043,50422,52295,50022,33893,34216,33168,42907,42228,56047,41111,48279,41980,54738,34727
36,36522,49741,46682,43152,46386,31319,31484,31275,34490,53382,40913,56344,45523,47017,44974,34880,49865,59266,46892,34580,40746,50089,40437,35324,42876,50201,54226,57610,39805,49455,41022,46623,57141,46702,47443,46051,53223,48445,39823,45561,56730,30545,42070,40854,52079,33591,43649,49126,40081,56108,59450,53767,58576,52545,50619,30873,49559,45551,38700,51482,55654,55433,48955,48927,37456,53638,31682,49120,45743,35587,47178,50611,53631,50307,55382,57563,42458,34842,56924,52306,37936,31034,48761,52954,33601,36251,30620,44451,40279,43722,34962,43531,52626,36681,43447,46443,55394,50036,45453,58600,57799,54111,53835
37,32040,53126,34524,46996,36794,48379,40651,51699,45675,47218,42347,40281,35674,45062,59888,47469,41217,47900,41609,52146,55296,58431,53623,52306,51079,56334,52718,38662,49990,45865,36300,38077,39142,48287,39781,37368,39752,55269,39470,53098,36792,52617,53101,46023,40388,45722,41429,48366,56063,53647,38960,39430,33993,48791,52171,47799,42441,59352,42928,56816,41309,55331,56365,34799,39517,31378,39425,53400,32589,41349,44495,51494,38403,54488,45698,37011,36621,57130,47648,38884,48416,52812,38900,34498,33579,50174,54277,49229,37840,37944,31663,51949,59661,47401,37394,50904,37629,31720,33283,43543,40823,53506,45479
38,33294,52321,55256,34504,30169,48033,35175,43333,51393,58857,58783,45587,45645,51316,36535,54769,39412,40524,39352,51164,31938,59751,55189,32931,51374,48813,37609,47535,54205,53695,57863,31222,59924,35736,43693,58909,57446,35760,31190,57400,43008,55819,46232,36105,54543,58583,39485,58729,31227,30303,39777,48610,49751,33516,40978,39324,44888,51014,47802,47180,46184,59139,34397,57887,46522,45336,38940,36318,56503,33691,40835,35324,53957,45037,51243,38430,53547,36101,30461,54137,41046,55911,39667,48605,52098,54814,36329,35750,50019,58054,50929,59394,43287,57098,44014,46884,40745,32842,43134,51930,33125,36054,34607
39,45645,40603,38128,30223,38545,42568,37717,44638,54699,38748,40801,39894,49086,53687,48772,30374,38570,51419,41781,52700,37743,32035,51882,33873,45250,40053,35233,43284,52481,46466,59331,59091,53054,55226,40190,52619,33847,50929,39667,42043,50140,37236,37180,34376,45669,35019,44908,54501,49848,42242,43626,53001,47997,59910,45428,54816,47613,56279,51761,57053,37156,54964,38108,52293,54731,49523,58610,55800,32682,47219,44639,47307,53061,41854,32559,48486,33676,32023,57157,47945,59585,46563,36624,48766,47585,34910,35391,40751,57999,47050,44478,33808,52291,36730,53491,49108,46017,32979,59454,46723,44597,56499,31823
40,44858,34323,46818,43612,44968,48478,31891,48310,45151,52045,56441,40098,53700,30713,42974,38338,56753,30098,54438,37140,48950,32393,31484,43883,41289,52950,32089,47732,31974,59301,32261,45468,31039,39407,43397,35897,55197,34437,55094,51021,53897,51164,43774,42270,59207,42533,44697,58495,59712,42369,42309,32629,52371,51685,58657,47671,34357,51415,58189,41395,33887,35848,47604,42879,47329,34172,53850,37297,57355,30113,54778,30744,39776,45171,52069,53563,47840,43897,47430,42428,56979,37525,38110,45093,41342,35083,39032,36176,58678,53757,55083,33697,31055,56524,51633,43737,50149,55102,58958,59132,30512,37886,36752
41,32204,33306,49462,31100,44628,49588,52020,53045,58580,31595,38019,54266,31449,43181,44383,37678,47686,37119,54719,58302,55430,31849,34591,46511,39478,37673,56731,53970,48877,40449,48922,49592,55314,52037,56816,40507,37762,39888,58713,34694,51633,47080,37243,43551,39846,39016,31997,48242,49387,58826,54091,59870,35738,50512,52241,43998,48214,46240,31536,41285,51080,51998,42489,55749,47185,40444,52816,43642,43377,34889,39826,42335,36025,54720,47626,45516,37896,57831,37384,39854,58099,53185,34730,56403,45172,59974,31888,48428,43522,43648,48261,47366,34393,42727,37957,38355,36662,40822,51191,32590,44738,57758,42159
42,33029,47551,53743,57177,36241,31688,38796,42359,52074,49823,49756,31295,58626,32384,36165,56366,54959,49253,53734,52002,48312,37111,45708,36844,58490,59721,40910,39934,59785,30502,36940,36226,54296,33844,54473,54717,45693,59964,37949,52794,49805,53061,36701,42996,59986,37842,48090,40538,55412,39275,42473,45278,47486,51257,41772,40106,38570,41784,46803,58927,46294,45270,33231,56306,53672,45384,54957,57516,40493,59960,36656,42147,40253,43563,31498,48432,58314,37250,54289,34781,30531,38545,48130,49137,48977,53593,43683,39672,34994,36428,40809,37537,42446,48670,57307,38052,46361,48043,51450,52441,41061,38432,55013
43,56921,46011,53709,51027,54235,46075,45100,35512,54011,56049,41540,35546,34586,53603,47909,46001,36030,59142,47764,51030,31924,47168,31108,57494,57744,32435,56804,51896,31589,55045,30209,43513,34505,57608,50666,37583,32227,53172,34948,30299,37167,46571,44942,42229,31980,50245,50897,51848,50202,59909,45833,51603,45986,30515,30216,47439,48076,43478,30388,30548,47347,53664,39002,47555,39394,30561,46456,56645,52867,52086,44109,56416,59811,35874,33506,33156,47183,34879,37896,36289,50308,47250,38271,56712,41614,38759,56048,43005,32589,42224,43304,45040,48513,37969,52847,37400,39829,52414,57133,57782,32641,51421,58122
44,51295,54890,31038,33063,43280,42427,42359,48110,45597,31838,50864,30309,53030,35615,32709,46379,57699,44218,51132,55702,40855,48541,58113,33124,59320,47306,31394,37528,36927,59532,58446,52684,59083,48572,45581,38883,31525,32436,52427,39187,59468,47794,48465,51564,31078,35877,57866,40305,30513,36788,49235,34724,54649,56892,53354,56899,43051,32521,39806,35323,48479,37879,48569,57349,57834,42751,52185,59377,47713,40870,42577,54759,54239,34585,55903,52587,53729,32569,46409,54427,41333,31759,33200,44322,37606,57481,32490,41160,49830,55198,50115,49516,42999,55347,40694,30970,50778,38956,55675,44763,46076,37475,41659
